Uniprot_A,Uniprot_B,author_score
A0A087WVM2,Q9Y2W7-1,-
O15169-1,Q6ZNA4-2,-
P50222,Q96PB7-3, 0.906869619927
Q53FV1,Q5JXX7, 0.847933874566
Q9GZT8-1,P61457,-
C9IZY8,A0A1B0GVF2, 0.846726611916
Q5T754,Q9BYR9, 0.946070279117
P60329,Q3LI72, 0.849882221664
P62136-1,Q96T49-1, 0.709653647297
A0A0J9YW04,Q6NSM0, 0.739867518885
A0A087WXN0,P0DP23,-
Q9Y247,Q8N1B4-1, 0.877225804385
P78424-1,Q9P2F9, 0.870539531047
Q9ULD0-1,P11802-1, 0.722699941977
P25791-1,Q8N5R6-4, 0.91893729947
Q8WV44-1,P50221-1, 0.889287723476
O00155,Q969F0,-
Q8N6F1-2,Q5JX71, 0.650913733953
Q86UD4,Q9H2G4, 0.870153374877
O95471-1,Q5QGT7, 0.67830799579
O43934-1,A0A0C4DG49, 0.675172814058
Q9UI47-1,Q9UJ68-1, 0.685351013886
O75400-2,Q9H190-1,-
Q8IYX8-1,H7C4R2,-
P15884-3,P49901,-
A0A1B0GTK8,O00560-1, 0.942737588513
Q03252,Q96HB5-1, 0.855024331481
P56282-1,Q9NPD3, 0.859540040457
P42773,P78424-1, 0.862180193103
P09234,Q9Y5V3-1, 0.888305701395
P61086-1,Q9HCM9-2, 0.922539429351
A0A087WZ82,P30518-1, 0.679457070051
Q13561-1,Q9H3R5, 0.905535898006
P86480,Q9NPB3-1, 0.913448721266
O75604-1,Q7Z3Y8, 0.891382316662
Q5TA76,Q6L8G9,-
P49639,Q9UGC6, 0.929359975963
A0A087WXA6,Q5W5X9-3, 0.874780400154
Q8TBE1,Q9NUH8-1, 0.722958763328
O00214-1,Q9UJV3-2,-
Q2TBE0-1,Q96MT8-3, 0.80800607112
O60716-29,Q86T24,-
Q7L273,Q8WWY6, 0.675557114022
Q2TBE0-1,Q9BWT7-1, 0.865161954694
Q9UBV8,Q53EZ4-1, 0.895231968041
P57086,Q96IT1-1, 0.88607156955
Q5TA82,Q5TA82,-
Q99932-2,Q3SY46, 0.684287466246
Q6DKK2,A8K0Z3, 0.807525065018
P61978-2,Q6ZRY4-1, 0.916507643312
P60331,Q9Y6H3, 0.831047971522
P09234,Q8IUC1, 0.814893836815
Q6NYC8-1,Q86X02, 0.863375035384
P04271,Q9NZD8-1,-
A0A0C4DG62,Q9H4P4-1, 0.887910474415
P21145-1,Q6UXG3-1,-
O60336-1,Q9NRY6, 0.81990584592
P61758,Q9UHV9, 0.772779031877
P36406-1,Q63HK5,-
Q8WXF1-2,Q9Y250-1, 0.888040943676
P11836-1,Q5JX71, 0.623236475501
Q96ED9-2,Q96MY7-2, 0.855561848093
Q96KQ4,Q52MB2,-
P49447-1,Q9UJ14-1, 0.838734879791
P48165,Q86WB7-2, 0.695920816388
P28799-1,P49901, 0.819484507718
O43561-2,O00501, 0.720874332683
P43246-1,Q92624, 0.87273630256
P0CG20,Q8NEU8-1, 0.847684256091
Q96LJ7,Q7Z3S9-1, 0.917828681386
Q8IZU0-1,P03973,-
Q8IUG1,Q9BYQ3, 0.949029737282
B0QYN7,P78317-1, 0.82995118885
P53539-1,Q08117-2, 0.923481882
Q86U70-2,P61968,-
Q9NU19,Q9BYV2-1,-
Q5JXX7,Q6ZPD8, 0.829874127353
Q8TCZ2-1,Q9UMX0-1,-
P17482,Q99750, 0.94292252057
Q9NWS9-2,Q9UNY5, 0.927788206704
P25791-1,Q9NNX1-2,-
Q3B820-1,P60409,-
O75553-5,Q6P1W5-2,-
Q8NDC0,Q92734-1,-
Q9UGJ1-2,P08670,-
P61236-2,Q13643, 0.94301435894
P29972-1,Q96Q45-2, 0.67615542378
O95985-1,Q14296-1, 0.807939761446
Q9UHA3,Q9UJW3-1,-
P42768,O43516-1,-
O60896,Q7Z3S9-1, 0.920643319137
P45974-2,Q8WW34-2, 0.856815289621
O95678,Q14525, 0.905416816385
Q8WWF3,Q9BRI3-1,-
Q9H2G9-1,Q9UMX2-2,-
Q9H3H3-1,Q15056-2, 0.931297843596
Q9UNI6,Q9Y5P8-1,-
Q9BXF9,Q8WTU0, 0.803627987484
P08727,Q9NX04-1,-
Q6UX98,Q9NPE6,-
Q8TBB1-2,O75553-5,-
Q96EQ0,P35555, 0.736423775556
Q96HA8-1,P43356, 0.945035650803
P60411-1,Q9NUL5-4,-
Q9BYQ4,P49639, 0.948953897625
Q96BA8-1,Q96EC8-1, 0.817880268206
Q2TAC2-2,Q8TDR4, 0.726488666477
Q9Y586,Q8IZP0-5, 0.868098351427
Q9BQ89,O75558,-
O95995-1,Q96GS4, 0.880033294667
B0QYN7,O75382-1, 0.663710589416
Q92734-1,Q9Y5V3-1,-
Q9BQE4,Q6Q788, 0.702900006754
O43741-1,Q99750,-
A0A087WVS8,Q70Z53-1,-
H0YB70,O43711, 0.673485068206
Q9H172-1,Q8TDT2,-
O95231,Q7Z419-1, 0.839362328849
ENSP00000476265.1,O43602-2,-
Q9NX04-1,Q9UKT9-1,-
P17482,A1KXE4-1, 0.806739934793
Q14142-1,Q8IYA8-1, 0.864006097216
Q86XT4,Q5JST6-1, 0.85120194793
P54315-1,Q15125, 0.692964961922
Q969E8,P55268, 0.824724106616
Q8WUN7,Q0VD86-1, 0.815419780075
Q8N1Q1,Q8N4Y2-3, 0.913846522965
P11912-1,Q9BWH2, 0.657486780722
Q9NSD4-2,P60411-1, 0.891596194866
O43653,P19397,-
Q8WTX7,Q8WTX7, 0.911706092933
Q9NQL9,Q9BYR9, 0.896268707269
Q9P2Z0,Q9BQ66,-
Q14192-1,O15535-1, 0.798112870597
P59991,Q16348-1, 0.803892089049
P30536-1,Q8IUN9-1, 0.803980857646
Q2M2E3,Q5J8X5-1, 0.71665905664
Q9H0E2-1,O60784-2,-
P26371,Q5T753, 0.956286939869
Q96IW7,Q9BZL3, 0.890679619358
Q96HA8-1,A0A088AWP1, 0.896870219087
Q96BZ8,Q8NHQ1-1,-
P51116,Q5VSY0-1,-
A8MUN0,P49901, 0.92070701156
O75971-2,Q15438-1, 0.790322722486
P45973,P23497-2,-
Q9H081,Q6P1K2-1, 0.910918535125
Q9UJ04,P43358, 0.917364080011
Q14192-1,Q9BWG6-1, 0.667597620743
Q5BJF2,Q8TED1, 0.709801803419
O43765,Q969H8, 0.921373116662
P24592,Q12805-1, 0.820056171994
Q9NP64-1,Q9H190-1,-
O00506-1,ENSP00000476265.1,-
A5D8V6,C9J9W2, 0.807228276143
Q53SZ7,Q96LM6, 0.793240112655
O14770-4,P18825, 0.831056437116
Q08117-2,Q9NX04-1, 0.676495259067
Q8N9Q2,Q6ZUT1-3, 0.905578936595
Q9BRT3,H0YH91, 0.881664996985
P50222,Q8WWZ8-2, 0.906377781312
Q14973,Q15836, 0.651665861629
Q9H4P4-1,Q9GZT4, 0.898129879616
Q6L8H2,Q7Z3S9-1, 0.925535428067
Q9HB63-3,P26371,-
O75031-1,Q8N8U2, 0.813828081856
ENSP00000476265.1,P51946,-
O00463-1,Q8N720-1, 0.663530257167
Q53HC5,Q9H0I2-1, 0.789692653168
P60370,Q13875-3,-
Q99819,Q9BQD3,-
P60410,Q9HAZ1,-
A0A1B0GTF8,A0A1B0GVB8,-
Q96JB3-1,Q96BR9, 0.886859439118
Q96K80,Q8IUC2,-
O95257,Q0D2J5-1,-
A0A087WTJ8,Q6A162,-
Q9NUH8-1,Q8TDT2, 0.649082052202
P36406-1,Q8IYE0-1,-
Q6PJQ5,Q9UBV8,-
Q9BVG8-5,Q9Y2D8-1,-
P56851,Q96L08-1, 0.686588416327
P49760-1,Q8TAD8,-
O76011,P24863-1, 0.894387989262
Q9Y223-1,Q9NZC7-5, 0.77041778579
Q9Y5B8-1,O14613, 0.920315671161
P31146,ENSP00000476265.1,-
O00311-1,Q9H2S9-1, 0.856662552873
P49721,Q3LI70, 0.857853074417
Q00994-1,Q7Z6G3-2,-
O14543,P07947, 0.866483601035
P47224,A4D1S5-1, 0.917845378057
Q9H492-1,Q9Y4P1-1, 0.889751809216
Q86UN2,P60409,-
A4D161-1,P55854-1, 0.825618003726
O75716,O43559, 0.824643123595
Q99757,P24844-2, 0.823146193959
Q63ZY3-1,A6NEM1-1, 0.896800462452
P02652,P27105-1, 0.687461472791
P57105,Q96KR6, 0.733039591594
Q4LDR2,Q9HA82,-
Q9BV81,Q8N4V1-1, 0.695974485261
Q9HC52,Q9NQX0-3, 0.868837820923
P61968,ENSP00000476265.1,-
P61024,Q9Y250-1, 0.888040943676
P60410,Q9BWT7-1, 0.8778313262
Q9HB63-3,Q6UY14-1,-
Q5JX71,Q92482-1, 0.62339115606
Q9H0I2-1,P26371, 0.897824429312
Q03014,Q8IUG1, 0.930365384941
Q8TD31-1,P14373-1,-
Q15555-1,Q13077-1, 0.902630908571
E7EWC5,Q8WV44-1,-
P0DI81-1,Q9UBC2-3,-
Q7Z353-1,Q9H3K6, 0.890252409137
O75936,O75936,-
Q8TD06,Q9NPL8, 0.672298981512
P25791-1,Q04864-2,-
O75603,Q9BVN2-2, 0.783705270997
Q15915,Q99932-2, 0.797067686883
Q6L8G4,Q7Z417-1, 0.901546900935
Q96AA3,P34972, 0.703791532421
O95817,Q16630-2,-
P29033,Q5JX71, 0.650307981401
Q96E35,Q4G0X4, 0.909852281956
Q9BSR8,P30273, 0.660949009423
O75841,O95471-1, 0.658734905694
Q8NHY3-1,P31321, 0.84965327388
Q13287,O95171-2,-
P28702-1,Q13133-3,-
Q9Y5B8-1,P49902-1,-
Q96LB3-2,A0A1B0GWI1, 0.69876279191
P14678-2,Q13643, 0.891040300115
Q16384,Q9UBF1,-
P16144-2,P60411-1, 0.86550612886
Q9Y5U4,Q96BA8-1, 0.680642593712
Q92608-1,Q07627, 0.880405744537
O95872,Q10567, 0.864842071876
Q969U6-1,O76014, 0.856799760687
Q8N9T8,Q9BRT6,-
P07437,Q96DZ9-2,-
Q96GW1,Q15006,-
Q9UBB9-1,Q9Y586, 0.893033438401
Q96NG3-1,ENSP00000476265.1,-
Q14119,Q9UGI0, 0.885306878264
O15400-1,Q9NYP7-1,-
Q8IV61-1,Q8NBQ5, 0.656031424562
Q13064,Q9H0I2-1,-
D6W601,P32320, 0.898917469811
Q96M91,Q15276-1, 0.842342757468
Q9Y376,ENSP00000476265.1, 0.891942969232
Q96B67,Q9H0M0-1, 0.882259898009
Q92520,O43889-2,-
A0PJX4,Q8ND90,-
Q9Y548-1,Q86VR2-1,-
Q53G59-1,O95198-1, 0.917800398119
ENSP00000462298.1,Q15274,-
O75971-2,A0A1B0GWI1,-
Q53HI1,Q5JX71, 0.624483017778
O14964-1,Q16633, 0.89778244254
Q8N5M4-1,Q9BYV2-1, 0.902342384556
Q8TCE9-1,Q9UJV3-2,-
Q9H4E5-1,Q99909-2,-
Q9HBI0-1,Q96M91, 0.704449770185
Q86XT4,Q8TBB1-1, 0.908479238333
P48165,Q02747, 0.649075745738
Q9BU64-1,Q6IPU0-1, 0.890032365682
Q9BZQ2-3,Q9Y2P0, 0.684684101158
Q63ZY3-1,Q6NX45, 0.723881312942
B1AHH4,E9PGW9, 0.84200818907
Q5VWX1,Q9Y3Y2-3,-
Q9HC52,A1L4K1-1,-
A0AVG3,P63167, 0.853419468411
Q8TBK6-1,Q8IUQ4-1,-
Q14498-3,Q05519-2,-
P43353-1,Q9UJV3-2, 0.88826077233
P30153,Q9Y2V2, 0.846921578787
Q92504,Q9BYQ4, 0.814672595579
Q8WVR3-1,P22735-1, 0.852320005189
Q496Y0-1,Q7Z3S9-1,-
O75771-1,Q6P1W5-2,-
O76081-6,Q6L8G9, 0.909799811378
Q96MU7-1,Q5VWX1,-
O00560-1,Q8IZU0-1, 0.91967299669
Q14192-1,Q8ND83-2,-
Q8N7E2,P59991, 0.887984053782
B0QYN7,Q96BR9,-
Q92482-1,Q9Y282-1, 0.663882568873
Q9Y272-1,Q99750, 0.935184923408
O00560-1,P02489, 0.93429571697
O76003,Q9BYQ6,-
Q7L4I2-1,Q9UHD9, 0.894519191379
P50222,Q14155-4,-
Q969S0-1,Q7Z5P4-1, 0.704155142185
Q15560-1,Q86VR2-1, 0.675796776978
Q13557-8,Q13555-5, 0.903278223482
A0PK00,Q96HE8-2, 0.662726321012
Q9Y2K6,O95670-1, 0.697718899358
Q9NYB9-2,O43482, 0.823435680497
Q9NVF7-1,Q96R06,-
Q7Z3S9-1,Q92824-2, 0.880340058265
Q86UW9-1,Q15654-1,-
Q9UI95,Q04864-2,-
Q8N8X9,Q9BRK4, 0.887850467242
P54852,Q9HCJ2, 0.677847032854
Q9HCS7,Q9ULR0-3, 0.868787108657
Q14D33,Q8NI38-1, 0.675193404633
O60636-1,Q96BA8-1, 0.819619214926
P27658,Q8TCV5-2,-
Q7L5A8-1,Q8TED1, 0.63728988944
Q7Z7F0-3,Q9UHX1-2,-
Q14119,Q15428, 0.864011450442
Q15311,Q9Y2J4-1, 0.877218519149
O95817,Q6DHY5, 0.848360132339
Q9BV23,Q9Y3D6, 0.696080147485
Q8N357,Q8TDT2, 0.624460013636
Q8IVW4-1,Q8WYN0-1,-
P0CB47,Q96D03, 0.786526774067
Q15038-1,Q5VVQ6-1,-
Q96S99,Q96JM7-2,-
Q9NYB9-2,Q96GS4, 0.918993509012
O95684-2,Q96LK0, 0.93937722067
Q08AG5,Q99750, 0.879634063252
Q8TBB1-1,Q96CG3,-
Q9NQL9,P61421, 0.791055058533
O00622,Q9UHD9, 0.894519191379
P61601,P23352,-
Q08426-1,A0A087WXA6, 0.873449880134
Q6EMK4,Q8IUC1, 0.798748568646
Q8NC69,Q04864-2, 0.894041244913
O60548,Q3LI59, 0.671898991284
Q8N8B7-1,Q99750, 0.915539678597
Q8IYE0-1,O43790, 0.815500765369
Q3LI70,Q6PEX3, 0.822191867299
Q9GZT8-1,Q96MP8-2, 0.918675903309
Q8TBB1-1,P61457,-
Q5TA82,P49639, 0.928202468519
Q8N6Y0-1,Q9P2K3-2, 0.875138485506
O15226-1,Q9UL40-1, 0.882171718059
A8K0Z3,Q9ULW6-1,-
O95954-1,O95994,-
Q6PF05-1,Q96MY7-2, 0.810099634506
Q13084,Q8N9N5-2,-
P53365-1,Q96MT8-3,-
O14933-1,Q9NWF9-2, 0.856680789483
O14917-1,Q9Y3Q8-1, 0.808498939217
Q15052-2,Q12933-1, 0.891915886255
B7ZBI5,Q04864-2,-
Q9Y3S2,O75716, 0.910551339141
P14649,Q15506, 0.931389246109
Q92997-1,P23511-2, 0.779030030665
Q9HBE1-4,P86479, 0.87412993586
Q04941-1,Q9Y320-1, 0.713869547984
P57075-2,Q96PV4, 0.889765152209
Q8N715,Q96CN4-1, 0.863298855695
P50222,Q08AF8-1,-
P35219,Q9UJY4,-
P32242,Q8IUC3, 0.716307254963
Q8IY34,Q99750, 0.89904568453
Q9NWQ4-1,O75031-1, 0.915088089259
Q63HK5,Q9UBB9-1,-
Q7Z417-1,Q5VY43, 0.871462416263
P07204,Q9BZV2, 0.706979061436
P55064,P61978-2,-
P24278,B8A4K4, 0.902728659856
O75716,P60409,-
P28062-2,Q9NZC7-5, 0.801400414612
Q5HY54,Q53G59-1,-
Q15056-2,Q9H3H3-1, 0.931297843596
P52803,Q8NFU1, 0.684221114253
Q12933-1,Q86Y33-5,-
O00767,Q9H2K0, 0.713324334946
Q96SQ5-1,Q92753-1, 0.702483436044
O75508,P26715-1, 0.845100668894
Q2WGJ6,Q7Z3S9-1, 0.921357711475
Q5JST6-1,Q9H5Z6-2, 0.85120194793
Q86Y33-5,Q6A162,-
Q05086-2,Q96C32, 0.838093804444
Q9NPQ8-2,Q7Z6G3-2,-
Q15546,Q8TDT2, 0.624460013636
Q9H2A7,P60411-1,-
P25786-1,Q01850, 0.893649900155
Q15025-1,Q96CV9,-
O43167-1,Q9BYR5,-
Q96I25,Q8IZU0-1,-
P51946,O60232,-
Q9NPB3-1,Q9H1P6, 0.738255657607
Q9H8W4,Q15233-1,-
P18084,P60411-1, 0.889072263335
Q05516-1,Q9NP79-1, 0.823047996397
P27449,Q9Y282-1,-
O75896,Q93062-3,-
Q96I34,Q15654-1,-
P11215-1,Q4KMG9-1, 0.647325132345
Q9UM19,Q5JRJ2,-
P55040,P60410, 0.926317096388
Q5T753,Q9BYP8, 0.861080742424
Q6P2R3,Q9C0F1-1,-
Q15562-2,A8MV65-2, 0.914388141613
P26678,P15941-11, 0.698443724238
C9JCN9,O43761, 0.70271057545
O95231,Q8IUB9, 0.88630129987
P62875,Q9NTX9, 0.698524726349
P25786-1,Q5JR59-3,-
Q96A56-1,Q9BXW4, 0.894691892669
O15151-1,Q9Y4L5,-
Q8WXU2-2,Q96EA4-1,-
Q8TAU3-1,P26371, 0.89951842953
Q14696-1,Q9UBL3-3, 0.653255490875
A4D161-1,P50222, 0.914112659226
Q7Z3B4-1,O75935-2, 0.789920258253
Q9UHJ9-1,O15393-1, 0.785324232918
P05107,Q7Z3S9-1, 0.879783574409
ENSP00000476265.1,P51946,-
Q9Y547,Q9Y6Y8-1,-
Q8IYB5-2,P86478, 0.913673901657
Q3LI64,P59990, 0.834889832944
Q15633-1,Q15633-1,-
O14964-1,Q2KHM9-1, 0.884195939733
P35900,A0A1B0GWI1, 0.824220548473
P18075,Q8IUG1, 0.905970940592
ENSP00000493046.1,B8A4K4, 0.942870874233
Q9UBB9-1,Q9Y3A4,-
P53365-1,Q9H0W8-1, 0.803429208155
Q9BXJ8-1,Q9Y394-1,-
Q96A09,O76011, 0.887369326284
O00214-2,P36406-1,-
Q9H0A9-2,O15353, 0.864911041163
Q7Z794,P19012-1,-
Q6PEX3,ENSP00000462298.1,-
Q9NX04-1,Q8N1B4-1,-
Q8NHY3-1,Q96HB5-1,-
Q8IYX3-2,Q8N6Y0-1, 0.875138485506
P0CG20,O75420, 0.870409161824
Q8WTU0,Q9NRJ3-1,-
Q9NU19,Q9NRD5-1, 0.905043957548
Q63HR2-5,Q96SQ5-1,-
P61968,Q4VCS5-2,-
Q13643,Q96AG3-1,-
Q9NRN7-1,Q5JST6-1, 0.884218184439
Q96FZ5-1,O75459,-
Q6PIV2-2,Q8N9N5-2,-
Q15560-1,Q8N137-1, 0.868650313111
O60645-3,Q96IK5, 0.865182633382
Q8NHQ8-2,P40222, 0.862239596827
P21549,Q8HWS3, 0.849847864688
P21145-1,Q8N6K0,-
P51668,Q9UJV3-2, 0.895235638699
Q96IW7,Q8IUN9-1, 0.813942968355
Q9Y228-1,Q9H0H5, 0.841793871447
H0Y760,P63165-1,-
F5GWP8,Q86WT6-2,-
ENSP00000476265.1,Q5W5X9-3,-
Q86UW9-1,Q9NRA8-1,-
Q08117-2,A0A0C4DG42, 0.810966489566
Q9BQ24-1,P26371,-
P61266-1,B0QYN7, 0.647990056697
Q15041-1,Q9BT40-1, 0.900291676729
P26371,Q9BQ66,-
P63027,Q9Y282-1, 0.626018649038
Q8TAU3-1,Q8WV44-1,-
P53365-1,O14964-1,-
Q9NP86,Q3KP44-2, 0.742595701982
Q7L7L0,O75031-1, 0.904846452344
Q9Y3B7-1,Q8TF50, 0.852022662615
O14669,Q969F0,-
Q8N2M4,Q13113, 0.680218354523
P35520-1,P35520-1,-
P40855-1,P51687, 0.785686285674
P61586,Q07960,-
Q13515,Q9BXL8, 0.797116172831
Q9BYQ4,P32242,-
Q5W5X9-3,Q8N6L0, 0.878409505564
O14787-2,Q13555-5, 0.859649884793
P60410,Q9NXC2-1,-
Q3LHN2,P54259, 0.843106323827
P08779,P12035, 0.880197359767
Q9BUN8-1,Q96PJ5-1, 0.689471644465
P53672,Q9H9P5-5, 0.820760396196
Q8WVV9-3,Q9Y2D8-2,-
Q15973-3,O95751, 0.882854742231
Q9H1Y0-1,P50222,-
Q15642-2,O43248, 0.835263311982
Q8WW34-2,Q14973, 0.675431278027
P33240-1,Q86WV8, 0.781428192901
Q96EC8-1,Q9NYZ1, 0.943714466853
P17482,P59991, 0.900702815975
Q5BVD1-1,Q8N386, 0.70043115492
P04259,Q92764, 0.902433580588
Q06455-4,Q9GZV8, 0.923116379209
Q9BRP7-1,Q9UGJ1-2, 0.814463023911
Q9NR55,Q9BYV9, 0.872250232381
Q8N5A5-2,Q9BRK4,-
Q05329,Q9NS64, 0.823222940326
Q3LI76,Q9BYR6, 0.865599467707
Q9BVN2-2,Q96B26, 0.890868594283
O15155-1,Q8N6L0, 0.878409505564
Q9BSW2-1,Q08117-2, 0.907655918545
Q8N6F1-2,Q96CE8, 0.724408084646
Q9UHD9,Q96E16,-
A0A0A0MR12,Q96CV9,-
Q5W5X9-3,Q8N137-1,-
Q6PJH3,Q9UKT9-1,-
P25800-1,Q8TF47-1, 0.746217697495
O75771-1,Q8ND90, 0.881952156304
Q969Z0-1,Q13137-1,-
Q8NHV9,Q9BXW4, 0.798333293812
Q96ER3,Q9H8W4,-
Q8N138-1,Q9BRK0-1, 0.716093994298
A0A0C4DFT9,H3BLU1, 0.896931739115
Q8N5R6-4,Q96R06,-
Q96Q77-1,P62487, 0.69025480907
Q96GC9-1,Q9Y282-1, 0.625488718508
Q9NUL5-4,Q5JR59-3,-
A0A0C4DH14,P60410, 0.839479338931
O14925,O43889-2,-
P10644-1,P31321, 0.906794714876
Q9H8W4,Q96JM7-2, 0.867015013738
Q8TBM7-1,Q8TBE3, 0.654542991194
Q86TG7-2,Q9BWD3, 0.84779772812
P00540,O95273-1,-
Q86T03-1,Q96CS7-1, 0.806425820733
O75150,Q9Y2J4-1, 0.858261685045
P27449,Q86T13, 0.702550528793
Q7Z5P4-1,Q9NRX6,-
Q8IY82-1,Q9NS73-1,-
P0DN76,P26368-2,-
Q7Z3S9-1,Q9UK33, 0.920643319137
Q86UW9-1,O95870-1,-
Q8NCN4,Q96ED9-2, 0.855561848093
Q8WY64-1,Q7Z4V0-1, 0.66115994967
P63208-1,Q9UK22, 0.942511870122
Q86Y82,Q8N4V1-1, 0.666589870532
O75934,O95229-1, 0.722690792593
P25791-1,Q96N77-4, 0.813151090708
Q8N8B7-1,Q8N8K9-1, 0.879168627178
Q7Z3C6-3,Q9BSH5, 0.800946838936
Q16543,P78424-1, 0.885965640765
Q5H9K5,B8A4K4,-
P41219-1,Q96KQ4, 0.847138651123
Q8IYE0-1,P23508-1, 0.8678740589
Q6RVD6-1,Q9HD26-2,-
Q9BQ29,Q8WZ55, 0.678906669763
P56524-2,Q6NUQ1,-
Q8N5A5-2,Q9H2G9-1,-
Q13021,P21754-3, 0.674314992452
Q9BXN6,Q9Y6X0-2, 0.866935674069
Q9UI47-1,Q9UPG8, 0.813611875875
Q8WZ74,O75031-1, 0.871591499296
Q8IZR5-2,Q99909-1, 0.695535934708
Q8N8B7-1,Q5JR59-3, 0.91975449058
Q7Z769,O15552, 0.651472805511
Q8ND90,Q9Y2V2,-
O95393,Q9H2H9, 0.792508125325
Q6UX27-3,Q6IN84-1, 0.701475582185
Q9HD20-2,Q96Q45-2, 0.826339439474
P46695,Q9Y320-1, 0.655272648827
Q9Y2V2,Q9UJV3-2, 0.873100668415
P56524-2,Q9ULU8-2, 0.836421606344
H7C4R2,Q9H0I2-1, 0.858300228694
Q8IYI6,Q8IYA8-1, 0.900268069982
H7C3Y1,O95872, 0.708495318918
O14964-1,Q8ND90,-
P49447-1,Q9UJ14-1, 0.838734879791
Q9H0E2-1,M0QXR4, 0.840163197147
Q9NRW1-1,P50222, 0.91961985291
O14641,Q8N5A5-3,-
Q96HA8-1,O60861-1, 0.926856412224
Q96IV6-1,Q8IV31, 0.674514971701
Q9BT40-1,Q15013-1, 0.895018510774
A0A0C4DFQ0,Q6NYC8-1,-
Q96KR7-1,Q9BZL1, 0.672466012431
P11142-1,Q13287,-
Q6UX06,Q5T700-1,-
Q6NUJ2,Q15654-1, 0.868473769585
Q5JX71,Q9H2A7, 0.667255332602
P48443,P12532-1, 0.815533719897
Q16637-1,Q16637-3,-
P63244,Q14194-1, 0.880290925977
P49761-1,Q8TAD8, 0.822914501303
Q9GZT8-1,Q9HC98-1, 0.909930673344
P43628-1,Q9BU79, 0.709467216847
P25791-1,Q86Y26-1, 0.90560032398
Q05519-2,Q9UHX1-2,-
Q8WV99-1,Q15038-1,-
P60033,Q9Y676, 0.695184495511
Q8WWY3-1,P60411-1,-
Q9H2F3-1,A8MW99,-
P35249-1,Q9H4P4-1, 0.896712453901
A0PK00,Q9Y320-1, 0.677764846302
Q8TD31-1,Q9NPF5, 0.736670098057
O95231,P59991, 0.905935962126
Q5T619,Q8N205-2, 0.866845132338
P36508-1,Q96D03, 0.883539867653
Q13287,Q8N4P3-2, 0.908254834597
Q969F0,Q9BSR8, 0.915156597174
Q9BUN8-1,Q9Y320-1, 0.673714313183
Q7L5A3-1,Q13064, 0.796115165692
O43765,O60235, 0.879442791562
P26368-2,Q7RTU1, 0.703107797697
Q5T751,Q9NZF1, 0.851674412351
O43602-2,Q6A162,-
P78337,Q08117-2, 0.929174147955
J3KNL2,Q9UJV3-2, 0.88826077233
Q9H6L4-1,Q5JST6-1,-
Q96B97-1,Q9H3P2-1, 0.720402522444
Q8N0U8-1,Q9Y5K3-4, 0.91389139059
Q9BXY8-1,Q9Y6A5, 0.842994126078
O75575-2,Q8NF64-3,-
O60336-1,P14373-1,-
O15529,P54849-1,-
Q8WWG1,O43889-2,-
Q969S6,Q9NPL8, 0.717393739313
P61086-1,O00522-1, 0.783036351295
P60981-1,P63261,-
Q13895,Q8NCY6,-
Q96MU7-1,P61978-2, 0.881000211954
Q5T3J3-1,Q8TC71-1,-
Q8TC57-1,A6NEM1-1, 0.900462159015
Q8WVP5,P61289-1,-
P40189-1,Q9UMX0-1,-
Q5T619,Q2TAC2-2, 0.875152666329
Q86UR1-2,Q6ZNG0-1,-
Q9BYQ0,P26371, 0.94983234162
Q15025-1,Q7L590-2,-
Q9UBU9-1,Q9H079, 0.861007639415
P0CG20,Q9BWT7-1, 0.856512616671
O75886-1,Q9UHD9, 0.894519191379
Q92551-1,Q6UY14-1, 0.914024391297
Q5JSS6,Q9HCD5, 0.919577153408
Q9UBU8-2,Q9NRD5-1, 0.922415101554
Q03393,Q96D03, 0.820618276522
Q03060-25,P37235, 0.910240398962
Q5W5X9-3,Q8ND90, 0.885075824619
P17509-1,O15162-1,-
A0A087X094,O75031-1, 0.921939104998
Q7Z3I7,A1L4K1-1,-
Q5T409,Q8IVW4-1, 0.88800385279
Q63HR2-5,P52741-1,-
Q8IUH5-1,O43597,-
Q08117-2,X6R8K8,-
P36404-1,Q9Y2Y0-1, 0.940168224569
P49639,P60331,-
Q99932-2,Q96C12-2, 0.76933082803
Q8WU58,Q9BYR8, 0.817895609268
P22301,O76003, 0.899507220002
P49069,P16389-2, 0.866270251614
O15131,Q7Z6J9-1, 0.828335861013
P14859-1,P86479, 0.904372896161
Q9NWS9-2,Q6A162,-
Q9H0L4,P78358-1, 0.880399621038
F8W6N5,Q59EK9-3,-
Q8WU79-1,Q9Y5V3-1,-
Q86W74-2,Q9BQ29, 0.680923987119
Q9HCK4-1,Q96Q45-2, 0.886964196359
Q14318-1,Q5SR56-1, 0.681653914146
Q9BXI9-2,O43765,-
Q9UBV8,Q92734-1,-
Q9Y6G1,Q13113, 0.686468656632
Q9UI14,Q86VR2-1, 0.675796776978
Q8IXY8-1,Q86UB2-1, 0.718027857653
Q8N448,Q8IUZ5-1,-
Q9BQ24-1,Q7Z3S9-1,-
Q8TCD6,Q9BXJ5, 0.757478542824
P35908,P08727, 0.860668940879
Q9NPJ8-3,Q8TBB1-1,-
Q13595-1,Q96A72, 0.693029195271
Q53FD0-2,Q8ND90,-
Q15025-1,Q8N4P3-2,-
Q96C86,O60684, 0.893435593437
P25800-1,Q8IYX8-1, 0.683879494019
Q9Y2B5-1,Q6PF05-1, 0.86805348423
