Uniprot_A	Uniprot_B
P05412	P53350
P05412	Q69YN2
P05412	Q8NFW8
P05412	Q96EY7
P05412	Q96D46
P05412	P49368
P05412	Q9NSD9
P05412	P49591
P05412	Q9HCC0
P05412	Q9Y314
P05412	Q9H0A0
P05412	Q13247
P05412	P36578
P05412	P46777
P05412	Q13243
P05412	P62753
P05412	P24539
P05412	Q15388
P05412	Q6WKZ4
P05412	Q8IUI8
P05412	Q9NR31
P05412	Q02539
P05412	P35579
P05412	P00505
P05412	P46821
P05412	Q8WXH0
P05412	Q5C9Z4
P05412	P53396
P05412	Q9NVS2
P05412	Q9H9L3
P05412	P38398
P05412	Q9Y3U8
P05412	Q9NTK5
P05412	Q709F0
P05412	P18847
P05412	P00403
P05412	P49406
P05412	P08240
P05412	Q9NTJ3
P05412	P07814
P05412	Q8WWY3
P05412	Q3ZCQ8
P05412	Q9NQT5
P05412	Q2VIR3
P05412	Q14232
P05412	Q9NV31
P05412	Q9UI10
P05412	Q9Y2J2
P05412	Q12788
P05412	Q09161
P05412	Q5RKV6
P05412	P42166
P05412	Q6P1N0
P05412	P28838
P05412	Q5SSJ5
P05412	O14929
P05412	Q99714
P05412	Q5JNZ5
P05412	O75534
P05412	Q13610
P05412	O75179
P05412	Q58FF8
P05412	P62273
P05412	O14974
P05412	P63010
P05412	Q93009
P05412	Q14562
P05412	P29401
P05412	Q9BYN8
P05412	P05386
P05412	Q8NI27
P05412	Q5SRD1
P05412	Q8N9T8
P05412	P82912
P05412	P34897
P05412	P42696
P05412	Q8NEZ5
P05412	P12814
P05412	Q58FF7
P05412	Q13123
P05412	Q9Y2L1
P05412	Q8IY37
P05412	Q9BWF3
P05412	Q9BT78
P05412	Q13619
P05412	Q8WTT2
P05412	P35580
P05412	Q92598
P05412	P43243
P05412	Q9ULC4
P05412	O43175
P05412	Q9BYX7
P05412	Q6IAN0
P05412	O00442
P05412	Q13724
P05412	Q9UNX3
P05412	P08243
P05412	P39656
P05412	P49643
P05412	Q9BVQ7
P05412	Q9BZE1
P05412	O95793
P05412	P19404
P05412	Q14739
P05412	Q13547
P05412	P41252
P05412	Q6YN16
P05412	P19525
P05412	Q9BY44
P05412	P31943
P05412	P35998
P05412	P84103
P05412	Q15020
P05412	Q70UQ0
P05412	O76021
P05412	P27695
P05412	P11182
P05412	P51659
P05412	P51114
P05412	Q9BV20
P05412	P11177
P05412	Q13144
P05412	Q96A08
P05412	Q9BXP5
P05412	P38646
P05412	Q86UE4
P05412	P33992
P05412	Q14690
P05412	P07355
P05412	Q96L21
P05412	H7BZF0
P05412	Q99460
P05412	P62244
P05412	P35606
P05412	Q13642
P05412	Q09028
P05412	Q9UJZ1
P05412	Q9Y6A4
P05412	P40938
P05412	Q04837
P05412	Q02078
P05412	Q96TA2
P05412	Q5T440
P05412	J3KRF5
P05412	P46779
P05412	Q8TDD1
P05412	P47914
P05412	P11021
P05412	Q14694
P05412	O00203
P05412	O00400
P05412	P46087
P05412	P62841
P05412	P67775
P05412	O15160
P05412	P04843
P05412	Q9UBU9
P05412	Q9H0U6
P05412	Q9Y285
P05412	P11586
P05412	Q92499
P05412	P56537
P05412	P62136
P05412	P48444
P05412	O00629
P05412	Q07955
P05412	P33176
P05412	O43660
P05412	Q86U42
P05412	Q16531
P05412	O15371
P05412	Q15554
P05412	P19338
P05412	Q15084
P05412	P40925
P05412	Q6UB35
P05412	P82673
P05412	Q32P51
P05412	Q9Y3I0
P05412	Q13601
P05412	Q9H0U3
P05412	P39748
P05412	Q8N954
P05412	Q14684
P05412	O14980
P05412	P27708
P05412	P63000
P05412	Q9NX58
P05412	P11388
P05412	Q8WXF1
P05412	Q96QK1
P05412	P23378
P05412	P00338
P05412	P40227
P05412	Q08945
P05412	P62847
P05412	P13010
P05412	Q8IWS0
P05412	P19784
P05412	P17661
P05412	Q8WXE9
P05412	P62191
P05412	P27824
P05412	P61221
P05412	P51449
P05412	Q9UHB9
P05412	Q9Y4X5
P05412	Q9H8H2
P05412	Q9Y5B9
P05412	P11142
P05412	Q15746
P05412	Q9BUJ2
P05412	Q9BYG3
P05412	Q14203
P05412	P12277
P05412	P49959
P05412	Q0VDF9
P05412	Q96JB3
Q8N680	ensembl:ENSG00000173039
ensembl:ENSG00000173039	P08047
ensembl:ENSG00000173039	P62805
O75376	ensembl:ENSG00000173039
ensembl:ENSG00000004799	Q9UBK2
P08047	Q8N680
P08047	ensembl:ENSG00000173039
Q8N680	P08047
Q8N680	P08047
Q04206	P25963
P08047	Q8N680
P08047	intact:EBI-10685841
intact:EBI-10685841	intact:EBI-10685841
intact:EBI-10685841	P08047
intact:EBI-10685841	intact:EBI-10685841
intact:EBI-10685841	Q8N680
intact:EBI-10685841	Q8N680
P08047	intact:EBI-10685841
intact:EBI-10685914	P08047
P08047	intact:EBI-10685917
intact:EBI-10685920	P08047
Q8N680	intact:EBI-10685920
Q8N680	intact:EBI-10685917
Q8N680	intact:EBI-10685914
P08047	ensembl:ENSG00000173039
ensembl:ENSG00000173039	Q8N680
Q8NBP7	P08253
P08253	Q80W65
P01130	P08253
P01130	Q8NBP7
Q8NBP7	P08253
Q8NBP7	P08253
Q8NBP7	P08253
P68431	P68431
P68431	Q7JXA8
P68431	Q7JXA8
Q7JXA8	P68431
Q61686	P68431
Q99IB8-PRO_0000045592	Q99733
Q99IB8-PRO_0000045592	Q13724
Q99IB8-PRO_0000045592	Q9Y6H1
Q99IB8-PRO_0000045592	Q2TBE0
Q99IB8-PRO_0000045592	Q9C0C9
Q99IB8-PRO_0000045592	P68400
Q99IB8-PRO_0000045592	Q2KHT3
Q99IB8-PRO_0000045592	P55209
Q99IB8-PRO_0000045592	Q9Y3D5
Q99IB8-PRO_0000045592	Q13099
Q99IB8-PRO_0000045592	Q9BZ29
Q99IB8-PRO_0000045592	Q96DH6
Q99IB8-PRO_0000045592	Q9HD23
Q99IB8-PRO_0000045592	Q9Y3D3
Q99IB8-PRO_0000045592	P67870
Q99IB8-PRO_0000045592	Q9NWU5
Q99IB8-PRO_0000045592	Q15020
Q99IB8-PRO_0000045592	Q15672
Q99IB8-PRO_0000045592	Q13405
Q99IB8-PRO_0000045592	Q9P015
Q99IB8-PRO_0000045592	Q96DV4
Q99IB8-PRO_0000045592	Q8NG48
Q99IB8-PRO_0000045592	Q9BRP8
Q99IB8-PRO_0000045592	Q96AG4
Q99IB8-PRO_0000045595	Q9UDY4
Q99IB8-PRO_0000045595	Q99856
Q99IB8-PRO_0000045595	Q92879
Q99IB8-PRO_0000045595	Q96I24
Q99IB8-PRO_0000045595	Q9UKV3
Q99IB8-PRO_0000045595	Q8N163
Q99IB8-PRO_0000045595	P46379
Q99IB8-PRO_0000045595	P48594
Q99IB8-PRO_0000045595	Q96I24
Q99IB8-PRO_0000045595	Q9UKV3
Q99IB8-PRO_0000045595	Q8N163
Q99IB8-PRO_0000045595	P46379
Q99IB8-PRO_0000045595	P29508
Q99IB8-PRO_0000045595	O00422
Q99IB8-PRO_0000045598	Q9BTV4
Q99IB8-PRO_0000045598	P21796
Q99IB8-PRO_0000045598	O14828
Q99IB8-PRO_0000045598	P21796
Q99IB8-PRO_0000045598	O14828
Q99IB8-PRO_0000045596	Q05519
Q99IB8-PRO_0000045596	Q7L5D6
Q99IB8-PRO_0000045596	Q04837
Q99IB8-PRO_0000045596	P46379
Q99IB8-PRO_0000045596	P40227
Q99IB8-PRO_0000045596	O95758
Q99IB8-PRO_0000045596	Q7L5D6
Q99IB8-PRO_0000045596	Q04837
Q99IB8-PRO_0000045596	P46379
Q99IB8-PRO_0000045596	P40227
Q99IB8-PRO_0000045596	O95758
Q99IB8-PRO_0000045598	O14828
Q99IB8-PRO_0000045598	P49756
Q99IB8-PRO_0000045598	P36957
Q99IB8-PRO_0000045598	P26196
Q99IB8-PRO_0000045598	C9JLW8
Q99IB8-PRO_0000045598	O14828
Q99IB8-PRO_0000045598	P49756
Q99IB8-PRO_0000045598	P36957
Q99IB8-PRO_0000045598	P26196
Q99IB8-PRO_0000045598	C9JLW8
Q99IB8-PRO_0000045599	Q9BV38
Q99IB8-PRO_0000045599	Q96JJ3
Q99IB8-PRO_0000045599	Q9NRN7
Q99IB8-PRO_0000045599	Q16401
Q99IB8-PRO_0000045599	O95071
Q99IB8-PRO_0000045599	Q9BZH6
Q99IB8-PRO_0000045599	Q96J01
Q99IB8-PRO_0000045599	O15084
Q99IB8-PRO_0000045599	Q96KQ7
Q99IB8-PRO_0000045599	P63151
Q99IB8-PRO_0000045599	Q9H4B7
Q99IB8-PRO_0000045599	P48556
Q99IB8-PRO_0000045599	Q12904
Q99IB8-PRO_0000045599	Q8N442
Q99IB8-PRO_0000045599	P05455
Q99IB8-PRO_0000045599	P57678
Q99IB8-PRO_0000045599	Q9Y3L5
Q99IB8-PRO_0000045600	Q9UGP8
Q99IB8-PRO_0000045600	Q9P0L0
Q99IB8-PRO_0000045600	P98194
Q99IB8-PRO_0000045600	Q9NTJ5
Q99IB8-PRO_0000045600	Q96A83
Q99IB8-PRO_0000045600	Q9BU23
Q99IB8-PRO_0000045600	P60604
Q99IB8-PRO_0000045600	P13929
Q99IB8-PRO_0000045600	P38435
Q99IB8-PRO_0000045600	P02649
Q99IB8-PRO_0000045600	P02760
Q99IB8-PRO_0000045600	Q9NVJ2
Q99IB8-PRO_0000045600	P01111
Q99IB8-PRO_0000045600	Q9BRX8
Q99IB8-PRO_0000045600	O96005
Q99IB8-PRO_0000045600	intact:EBI-25401924
Q99IB8-PRO_0000045600	Q9UBV8
Q99IB8-PRO_0000045600	P04035
Q99IB8-PRO_0000045600	Q92544
Q99IB8-PRO_0000045600	P42167
Q99IB8-PRO_0000045600	P62834
Q99IB8-PRO_0000045600	Q9UL46
Q99IB8-PRO_0000045600	Q5GH72
Q99IB8-PRO_0000045600	Q7LGA3
Q99IB8-PRO_0000045600	Q9P2W9
Q99IB8-PRO_0000045600	Q96NT5
Q99IB8-PRO_0000045600	Q6YN16
Q99IB8-PRO_0000045600	P05026
Q99IB8-PRO_0000045600	Q9GZP9
Q99IB8-PRO_0000045600	Q9NWW5
Q99IB8-PRO_0000045600	O95292
Q99IB8-PRO_0000045601	Q8N456
Q99IB8-PRO_0000045601	P50895
Q99IB8-PRO_0000045601	P26196
Q99IB8-PRO_0000045601	P23434
Q99IB8-PRO_0000045601	P00846
Q99IB8-PRO_0000045601	O95197
Q99IB8-PRO_0000045601	O43169
Q99IB8-PRO_0000045601	Q8N456
Q99IB8-PRO_0000045601	P50895
Q99IB8-PRO_0000045601	P26196
Q99IB8-PRO_0000045601	P23434
Q99IB8-PRO_0000045601	P00846
Q99IB8-PRO_0000045601	O95197
Q99IB8-PRO_0000045601	O43169
Q99IB8-PRO_0000045601	P00846
Q99IB8-PRO_0000045601	O95197
Q99IB8-PRO_0000045601	O43169
Q99IB8-PRO_0000045601	P00846
Q99IB8-PRO_0000045601	O95197
Q99IB8-PRO_0000045601	O43169
Q99IB8-PRO_0000045602	P12259
Q99IB8-PRO_0000045602	P51659
Q99IB8-PRO_0000045602	P22455
Q99IB8-PRO_0000045602	Q7RTV0
Q99IB8-PRO_0000045602	Q8NBS9
Q99IB8-PRO_0000045602	Q04837
Q99IB8-PRO_0000045602	O00499
Q99IB8-PRO_0000045602	O94966
Q99IB8-PRO_0000045602	P22455
Q99IB8-PRO_0000045602	Q7RTV0
Q99IB8-PRO_0000045602	Q8NBS9
Q99IB8-PRO_0000045602	Q04837
Q99IB8-PRO_0000045602	O00499
Q99IB8-PRO_0000045602	O94966
Q99IB8-PRO_0000045602	Q8NBS9
Q99IB8-PRO_0000045602	O00499
Q99IB8-PRO_0000045602	O94966
Q99IB8-PRO_0000045602	Q8NBS9
Q99IB8-PRO_0000045602	O00499
Q99IB8-PRO_0000045602	O94966
Q99IB8-PRO_0000045603	Q8NET6
Q99IB8-PRO_0000045603	O14617
Q99IB8-PRO_0000045603	Q5T9A4
Q99IB8-PRO_0000045603	Q9NY93
Q99IB8-PRO_0000045603	P51575
Q99IB8-PRO_0000045603	P56182
Q99IB8-PRO_0000045603	Q32P51
Q99IB8-PRO_0000045603	P22087
Q99IB8-PRO_0000045597	Q96JB2
Q99IB8-PRO_0000045597	P28066
Q99IB8-PRO_0000045597	Q6NUK1
Q99IB8-PRO_0000045597	O43264
Q99IB8-PRO_0000045597	Q86TG7
Q99IB8-PRO_0000045597	Q8NF37
Q99IB8-PRO_0000045597	Q969Z0
Q99IB8-PRO_0000045597	Q96JJ7
Q99IB8-PRO_0000045597	Q96MW5
Q99IB8-PRO_0000045597	Q96S52
Q99IB8-PRO_0000045597	Q9H0F6
Q99IB8-PRO_0000045597	Q9NTJ3
Q99IB8-PRO_0000045597	Q9UPT5
Q99IB8-PRO_0000045597	Q14746
Q99IB8-PRO_0000045597	O94813
Q99IB8-PRO_0000045597	Q9NR31
Q99IB8-PRO_0000045597	Q96P70
Q99IB8-PRO_0000045597	Q8WTW3
Q99IB8-PRO_0000045597	Q58FF3
Q99IB8-PRO_0000045597	O60220
Q99IB8-PRO_0000045597	Q9H840
Q99IB8-PRO_0000045597	Q6NXE6
Q99IB8-PRO_0000045597	Q9Y3D8
Q99IB8-PRO_0000045602	O00499
Q99IB8-PRO_0000045602	O94966
Q99IB8-PRO_0000045602	Q04837
Q99IB8-PRO_0000045602	Q8NBS9
Q99IB8-PRO_0000045602	Q7RTV0
Q9P0L0	Q99IB8-PRO_0000045599
Q9P0L0	Q99IB8-PRO_0000045603
Q9P0L0	Q99IB8-PRO_0000045600
O43169	Q99IB8-PRO_0000045601
Q9BRP8	P61326
Q9BRP8	Q9Y5S9
Q99IB8-PRO_0000045600	Q9P0L0
Q99IB8-PRO_0000045599	Q9P0L0
Q99IB8-PRO_0000045599	Q99IB8-PRO_0000045600
Q99IB8-PRO_0000045600	O95292
Q99IB8-PRO_0000045599	O95292
Q99IB8-PRO_0000045599	Q99IB8-PRO_0000045600
Q99IB8-PRO_0000045602	O95292
Q99IB8-PRO_0000045603	O95292
Q9BRP8	Q99IB8-PRO_0000045592
Q99IB8-PRO_0000045602	Q9P0L0
Q99IB8-PRO_0000045592	Q9BRP8
Q68842	Q9BRP8
Q9BRP8	P61326
Q9BRP8	Q9Y5S9
Q68842	Q9BRP8
P06935-PRO_0000037743	Q9BRP8
P17763-PRO_0000264658	Q9BRP8
Q9BRP8	Q99IB8-PRO_0000045592
Q9BRP8	P61326
Q9BRP8	P61326
Q9BRP8	P61326
Q9BRP8	Q9Y5S9
Q9UHD9	P09651-2
Q9UHD9	P51991
Q9UHD9	Q00839
Q9UHD9	P09651-2
Q9UHD9	P51991
Q9UHD9	Q00839
Q9UHD9	Q00839
P09651-2	Q9UMX0
Q9UHD9	P09651
P09651-2	Q9UHD9
Q9UHD9	P09651
Q9UHD9	P09651-2
Q9Y2M5	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	P53355
Q9Y2M5	P53355
Q13618	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	P29590
Q9Y2M5	P29590
Q9Y2M5	Q13618
Q9Y2M5	Q9Y6Y0
Q9Y2M5	Q9Y6Y0
Q9Y2M5	P29590-1
Q9Y2M5	P29590-1
Q9Y2M5	Q9Y6Y0
Q9Y2M5	P53355
Q9Y2M5	P53355
Q13618	Q9Y2M5
Q13618	Q9Y2M5
Q13618	Q9Y6Y0
Q13618	P62877
Q86UY6-1	P62805
Q86UY6-1	P62805
Q86UY6-1	P62805
Q93009	intact:EBI-4399559
intact:EBI-4399559	Q70CQ3
Q70CQ3	intact:EBI-4399559
intact:EBI-4399559	Q70CQ3
Q9UM07	Q9UM07
intact:EBI-52282151	intact:EBI-27106856
intact:EBI-52386901	intact:EBI-54263702
intact:EBI-25470259	intact:EBI-40269080
intact:EBI-52391432	intact:EBI-52386993
Q9UKV8	intact:EBI-27106856
Q9UKV8	intact:EBI-52282151
Q9UKV8	intact:EBI-52386993
Q9UKV8	intact:EBI-52391432
Q9UKV8	intact:EBI-52386901
Q9UKV8	intact:EBI-54263702
Q9UKV8	intact:EBI-25470259
Q9UKV8	intact:EBI-40269080
intact:EBI-53076077	Q16236
ensembl:ENSG00000283733	Q16236
Q4UG71	Q969H0
O77627	P62990
P62990	F1MNN4
Q4UG71	Q8VBV4
Q4UG71	F1MNN4
F1MNN4	Q13526
Q99538-PRO_0000026502	Q15828-PRO_0000006648
Q99538-PRO_0000026502	Q15828-PRO_0000006648
"chebi:""CHEBI:189000"""	Q99538-PRO_0000026502
"chebi:""CHEBI:189000"""	P01034-PRO_0000006639
"chebi:""CHEBI:189000"""	Q99538-PRO_0000026502
"chebi:""CHEBI:189000"""	Q15828-PRO_0000006648
"chebi:""CHEBI:189000"""	Q99538-PRO_0000026502
Q99538-PRO_0000026502	Q15828-PRO_0000006648
Q99538-PRO_0000026502	P01034-PRO_0000006639
Q99538-PRO_0000026502	Q15828
Q99538	P01040
Q99538	P04080
Q99538-PRO_0000026502	P01034-PRO_0000006639
Q99538	-
Q99538-PRO_0000026502	Q15828-PRO_0000006648
Q99538-PRO_0000026502	P01034-PRO_0000006639
Q99538-PRO_0000026502	-
Q99538-PRO_0000026502	Q15828-PRO_0000006648
Q99538-PRO_0000026502	P01034-PRO_0000006639
"chebi:""CHEBI:15664"""	O00481
"chebi:""CHEBI:16584"""	O00481
O00481	O60437
O00481-2	O60437
O00481	O60437
O00481	O60437
O00481	O60437
O00481	O60437
O00481-2	O60437
O00481-2	O60437
O00481-2	O60437
O00481	O60437
O00481-2	O60437
Q13410	O60437
Q9UBM7	Q15392
Q15392	intact:EBI-26997696
Q15392	G3H0L7
Q15392	intact:EBI-26997874
Q15392	P00347
Q15392	G3IPA5
Q15392	G3GRA0
Q15392	G3IGX9
O75908	P31749
Q7L5D6	P31749
P31749	Q14094
P31749	O75122
P49327	P31749
P09104	P31749
P11177	P31749
P14136	P31749
P31749	Q12879
P31749	P05771
P62195	P31749
Q9NRD5	P31749
P60201	P31749
P31749	Q9GZT4
P31749	P41222
P31749	Q16143
P26045	P31749
Q9BR01	P31749
P09936	P31749
Q13315	O94805
P31749	Q5VV52
Q13315	Q66K74
Q13315	Q16612
Q13315	P22830
Q13315	P11142
Q13315	O75541
P03905	Q13315
Q13315	Q9BZ95
Q13315	P22736
P62633	Q14790
Q9HD36	Q14790
Q14790	P13637
Q14790	P09417
Q14790	P48431
Q14790	P11172
P67809	Q14790
Q14790	O60381
P06733	O96017
O96017	P63092
O96017	Q8WXS3
P16949	O96017
O96017	P05114
P55345	O96017
P12236	O96017
O15455	O96017
P04626	O94812
P08133	P04626
P51797	P04626
P04626	Q9P2T1
P41252	P04626
Q00341	P04626
Q8IW90	P04626
Q9BUL5	P04626
P04626	Q96DR8
P04626	Q9Y6E0
P04626	P07602
P49005	P04626
P04626	Q9H3H9
Q9Y5J1	P04626
P04626	Q8N6N2
Q15904	P04626
P21291	P03372
P23528	P03372
P03372	O95155
P03372	O60381
P01116	P00156
P00414	P01116
O96033	P01116
O75888	P01116
P01116	P09417
P01116	P31930
O75888	P42336
P42336	P11172
P67870	Q06609
Q06609	P07900
Q8WX92	Q06609
P11172	Q06609
Q9UPT6	Q06609
Q06609	Q8IXJ6
Q9UHG2	Q06609
Q14694	Q06609
O60381	Q8TDY2
Q8TDY2	Q8WXG6
P11172	Q8TDY2
Q8TDY2	P17600
P78540	Q15831
P62158	Q15831
Q15831	Q96A54
Q15831	P07858
Q49AN0	Q15831
Q15831	Q9Y281
Q05639	Q15831
Q15831	Q8N465
Q96DZ1	Q15831
P03891	Q15831
Q15831	Q9BWQ8
Q15831	P46926
Q96GD0	Q15831
Q15831	O96033
Q9BUL5	Q15831
Q8IV08	Q15831
Q15831	Q9UHD8
Q9Y6E0	Q15831
Q15831	P52888
Q99816	Q15831
Q15831	P04350
Q71U36	Q15831
Q15831	Q15906
Q8TD06	P31749
O15234	P31749
Q13007	P31749
P31749	Q96J88
Q14627	P31749
P31749	Q9UJX0
Q9BTC8	P31749
P31749	Q9UBG0
P31749	P36952
P31749	Q9HCY8
P31749	Q96S79
Q92748	P31749
Q9Y5Y6	P31749
P31749	P04155
P31749	Q9BZ95
P25054	Q8TD06
P13501	P25054
O15234	P25054
P05093	P25054
P25054	O95661
Q9UBP4	P25054
P09630	P25054
P25054	P11245
Q13007	P25054
P25054	Q9Y5Y6
P04155	P25054
Q96JY6	P25054
Q9UJM3	Q13315
P25054	Q14258
Q13315	Q9H6U6
Q13315	Q13007
Q13315	Q9BTC8
Q13315	P04155
Q13315	Q9UJX0
P11245	Q13315
Q13315	Q9BZ95
O14965	Q9BY76
O14965	P55290
O14965	Q9BXY8
O14965	Q8IZY5
Q96J88	O14965
O14965	Q9UBP4
Q9UJM3	O14965
Q9Y337	O14965
Q9BTC8	O14965
O95274	O14965
P11245	O14965
O14965	Q96JY6
O14965	Q9P2W1
O14965	Q96QR1
O14965	Q9HCY8
Q9Y5W5	O14965
Q92748	O14965
Q9HBH7	O95429
O95429	Q9H6U6
O95429	Q86V15
O95429	P13501
O95429	O95661
O95429	Q9UJM3
Q96J88	O95429
O95429	Q96KN1
O94923	O95429
Q14627	O95429
O95429	Q86UX2
Q13007	O95429
P49862	O95429
O95429	Q9UKQ9
O95429	Q9Y337
O95429	O95274
Q9UBG0	O95429
P11245	O95429
Q9BTC8	O95429
O95429	Q9GZV8
O95429	Q96JY6
O95429	Q92560
Q6PL18	O95429
O95429	Q9BYZ6
Q96S79	O95429
O95429	Q96QR1
O95429	Q5VTR2
O75815	Q8TD06
Q92748	O95429
O75815	Q9HBH7
O75815	Q86V15
Q9BXY8	O75815
O75815	Q15828
P13501	O75815
O75815	Q9UBP4
Q96J88	O75815
O75815	O94923
O75815	Q9UJM3
Q9BTC8	O75815
O75815	P09630
O75815	Q4ZG55
O75815	Q9UJX0
O75815	Q96JY6
O75815	Q9P2W1
Q9GZV8	O75815
O75815	Q92560
O75815	Q6PL18
P36952	O75815
O75815	Q9NRW7
O75815	Q92748
Q9BZ95	O75815
Q9HCU9	Q9BXY8
Q9BY76	Q9HCU9
Q9HCU9	Q14627
Q9HCU9	O95661
Q9HCU9	O95274
Q9HCU9	Q9UKQ9
Q9HCU9	Q9UBG0
Q9P2W1	Q9HCU9
Q9HCU9	O95863
Q9HCU9	Q92748
Q14790	Q8TD06
Q14790	Q9BY76
Q9HBH7	Q14790
Q14790	O15234
Q8IZY5	Q14790
Q96J88	Q14790
P55290	Q14790
Q14790	Q9UJM3
O94923	Q14790
Q14790	Q4ZG55
Q14627	Q14790
Q9Y337	Q14790
Q14790	Q13007
O95274	Q14790
Q14790	Q9UKQ9
Q14790	Q9GZV8
Q14790	Q9P2W1
Q6PL18	Q14790
Q14790	Q92560
Q9HCY8	Q14790
P36952	Q14790
Q14790	Q13296
Q14790	Q9UI38
Q9Y5Y6	Q14790
Q9BZ95	Q14790
Q9NRW7	Q14790
P55290	P24385
P24385	Q9H6U6
P24385	Q9UKQ9
P49862	P24385
P12830	Q9HBH7
Q8IZY5	P12830
P12830	P13501
P12830	P05093
Q9UBP4	P12830
Q96J88	P12830
P12830	Q9BTC8
P11245	P12830
P12830	Q9P2W1
P12830	Q92748
Q9BY76	P42771
P11245	P42771
P42771	O15234
Q9BZ95	P42771
P42773	Q9BY76
P42773	Q4ZG55
P42773	Q9BTC8
P42773	P11245
P42773	Q9Y5Y6
P42773	Q13296
O96017	Q9HBH7
O96017	P13501
P55290	O96017
O96017	P05093
O95661	O96017
O96017	Q96KN1
O96017	P09630
O96017	Q13007
O96017	Q86UX2
P49862	O96017
O96017	Q9UKQ9
O96017	O95274
Q9GZV8	O96017
Q9P2W1	O96017
Q9BYZ6	O96017
O96017	Q5VTR2
Q9Y5Y6	O96017
Q9BZ95	O96017
P04626	P05093
Q9UJM3	P04626
O94923	P04626
P04626	Q14627
P04626	Q9Y337
P04626	O95274
P04626	P11245
P04626	Q9GZV8
Q9P2W1	P04626
P04626	Q9BYZ6
P03372	Q9BY76
Q92748	P04626
P03372	Q96J88
P09341	P03372
Q9Y337	P03372
O94923	P03372
P03372	Q9UKQ9
P03372	Q9P2W1
P03372	Q6PL18
P36952	P03372
P03372	Q92560
P03372	Q9BZ95
Q92731	O15234
Q8TD06	Q92731
Q9UBP4	Q92731
Q92731	Q86V15
Q96KN1	Q92731
Q92731	Q14627
Q13007	Q92731
Q9UKQ9	Q92731
Q92731	Q86UX2
Q92731	P04155
Q9UBG0	Q92731
Q92731	Q9UI38
Q969H0	Q9BY76
Q969H0	Q9H6U6
Q9HBH7	Q969H0
Q13007	Q969H0
Q96QR1	Q969H0
Q969H0	Q14258
P21802	Q9HBH7
P21802	Q9BXY8
P21802	O94923
P21802	Q9UJM3
P09630	P21802
P21802	Q96JY6
P21802	Q9BTC8
Q96S79	P21802
Q9BYZ6	P21802
P21802	Q9HCY8
P21802	P04155
Q9BY76	P22455
P22455	Q8IZY5
O15234	P22455
O95661	P22455
Q96J88	P22455
P22455	Q9UJM3
P22455	Q96KN1
P22455	O94923
Q9BTC8	P22455
Q9UJX0	P22455
P22455	Q96JY6
P22455	Q96S79
Q9P2W1	P22455
Q5VTR2	P22455
Q96QR1	P22455
P22455	Q92748
P22455	Q9BZ95
Q9Y5W5	P22455
P55290	O75330
Q4ZG55	O75330
Q86UX2	O75330
Q13007	O75330
O75330	P11245
P01112	Q8IZY5
Q92748	O75330
P09341	P01112
P01112	Q13007
Q4ZG55	P01112
P01112	Q9UI38
P08069	P09630
P08069	P05093
Q14627	P08069
P08069	O95274
P08069	Q9Y337
P08069	Q9BTC8
P08069	P11245
P08069	Q92748
Q92560	P08069
Q14258	P08069
P08069	Q9NRW7
Q9H6U6	P01116
P01116	O95661
P13501	P01116
P01116	Q13007
Q9UJX0	P01116
P36952	P01116
P01116	Q92748
P33241	Q4ZG55
Q92876	P33241
P33241	Q13007
P33241	O95274
P33241	Q13296
Q92748	P33241
P33241	O95863
O60934	O15234
O60934	P11245
O60934	Q92560
O60934	O95863
Q04721	Q15828
Q04721	Q96J88
Q04721	Q96KN1
Q14627	Q04721
Q04721	Q13007
Q86UX2	Q04721
Q04721	Q9Y337
Q04721	Q9BTC8
Q9P2W1	Q04721
Q04721	Q9Y5Y6
Q9H6U6	Q86YC2
Q86YC2	Q86V15
Q86YC2	Q15828
P13501	Q86YC2
Q86YC2	O95661
Q9UJM3	Q86YC2
Q4ZG55	Q86YC2
Q86YC2	Q96KN1
Q86YC2	Q14627
Q86YC2	Q92876
Q86YC2	Q13007
Q86YC2	O95274
Q9UBG0	Q86YC2
Q86YC2	Q9GZV8
P11245	Q86YC2
Q86YC2	Q9BYZ6
P36952	Q86YC2
Q86YC2	Q92748
O95863	Q86YC2
Q8IZY5	P09874
Q13007	P09874
P09874	Q9BTC8
Q96S79	P09874
Q92748	P09874
Q02962	Q9HBH7
Q02962	Q8IZY5
Q02962	O94923
Q02962	Q14627
Q92876	Q02962
Q02962	Q9UKQ9
Q02962	Q9GZV8
Q9UBG0	Q02962
Q96S79	Q02962
Q02962	O95863
Q9NRW7	Q02962
Q14258	Q02962
Q9BZ95	Q02962
P35232	Q9H6U6
P35232	O15234
P13501	P35232
P35232	Q9Y5Y6
P42336	Q9HBH7
P42336	Q14627
P42336	Q9BXY8
Q13007	P42336
P42336	Q9P2W1
Q92748	P42336
O15297	Q9BXY8
Q86V15	O15297
O15297	O95661
Q9UBP4	O15297
O15297	Q9UJM3
Q96J88	O15297
O94923	O15297
Q86UX2	O15297
O95274	O15297
O15297	Q9UBG0
O15297	P11245
O15297	Q9UJX0
O15297	Q9BYZ6
Q9HBH7	P60484
O15297	Q9BZ95
P60484	P09341
